fecha,entidad_id,tipo_credito,castigos
2016-06-30,FALABELLA,consumo,22499.179000
2016-06-30,GNB,consumo,4291.638000
2016-06-30,GNB,medianas_empresas,1659.075000
2016-06-30,INTERBANK,consumo,57618.493000
2016-06-30,INTERBANK,microempresas,73.658000
2016-06-30,INTERBANK,pequenas_empresas,2438.333000
2016-06-30,MIBANCO,consumo,2300.870000
2016-06-30,MIBANCO,hipotecario,763.978000
2016-06-30,MIBANCO,medianas_empresas,343.171000
2016-06-30,MIBANCO,microempresas,10850.950000
2016-06-30,MIBANCO,pequenas_empresas,18627.387000
2016-06-30,PICHINCHA,consumo,7781.577000
2016-06-30,PICHINCHA,medianas_empresas,1279.451000
2016-06-30,PICHINCHA,microempresas,677.184000
2016-06-30,PICHINCHA,pequenas_empresas,4953.151000
2016-06-30,RIPLEY,consumo,16246.302000
2016-06-30,SCOTIABANK,consumo,22996.836000
2016-06-30,SCOTIABANK,grandes_empresas,11661.626000
2016-06-30,SCOTIABANK,hipotecario,71.462000
2016-06-30,SCOTIABANK,medianas_empresas,1341.365000
2016-06-30,SCOTIABANK,microempresas,297.340000
2016-06-30,SCOTIABANK,pequenas_empresas,7706.675000
2016-07-31,ALFIN,consumo,8502.268000
2016-07-31,BANCOM,consumo,0.400000
2016-07-31,BCP,consumo,72574.010000
2016-07-31,BCP,grandes_empresas,1124.434000
2016-07-31,BCP,medianas_empresas,3165.228000
2016-07-31,BCP,microempresas,529.079000
2016-07-31,BCP,pequenas_empresas,27659.143000
2016-07-31,BIF,consumo,3955.487000
2016-07-31,BIF,medianas_empresas,1068.021000
2016-07-31,BIF,microempresas,33.231000
2016-07-31,BIF,pequenas_empresas,380.098000
2016-07-31,CENCOSUD,consumo,9637.350000
2016-07-31,FALABELLA,consumo,25583.812000
2016-07-31,GNB,consumo,4913.250000
2016-07-31,INTERBANK,consumo,74382.826000
2016-07-31,INTERBANK,microempresas,95.874000
2016-07-31,INTERBANK,pequenas_empresas,1946.280000
2016-07-31,MIBANCO,consumo,2367.675000
2016-07-31,MIBANCO,hipotecario,220.711000
2016-07-31,MIBANCO,medianas_empresas,323.499000
2016-07-31,MIBANCO,microempresas,6959.219000
2016-07-31,MIBANCO,pequenas_empresas,14804.631000
2016-07-31,PICHINCHA,consumo,6422.678000
2016-07-31,PICHINCHA,medianas_empresas,894.238000
2016-07-31,PICHINCHA,microempresas,482.630000
2016-07-31,PICHINCHA,pequenas_empresas,1937.269000
2016-07-31,RIPLEY,consumo,1441.803000
2016-07-31,SCOTIABANK,consumo,20870.635000
2016-07-31,SCOTIABANK,hipotecario,169.198000
2016-07-31,SCOTIABANK,medianas_empresas,659.644000
2016-07-31,SCOTIABANK,microempresas,322.316000
2016-07-31,SCOTIABANK,pequenas_empresas,9852.553000
2016-08-31,ALFIN,consumo,6506.255000
2016-08-31,BANCOM,consumo,4.016000
2016-08-31,BCP,consumo,65222.637000
2016-08-31,BCP,hipotecario,46.043000
2016-08-31,BCP,medianas_empresas,1684.834000
2016-08-31,BCP,microempresas,427.340000
2016-08-31,BCP,pequenas_empresas,27018.828000
2016-08-31,BIF,consumo,4588.284000
2016-08-31,BIF,medianas_empresas,633.193000
2016-08-31,BIF,microempresas,19.464000
2016-08-31,BIF,pequenas_empresas,183.958000
2016-08-31,CENCOSUD,consumo,9945.453000
2016-08-31,FALABELLA,consumo,25050.827000
2016-08-31,GNB,consumo,3090.643000
2016-08-31,INTERBANK,consumo,59499.508000
2016-08-31,INTERBANK,microempresas,315.744000
2016-08-31,INTERBANK,pequenas_empresas,2347.332000
2016-08-31,MIBANCO,consumo,2381.875000
2016-08-31,MIBANCO,hipotecario,91.409000
2016-08-31,MIBANCO,medianas_empresas,457.615000
2016-08-31,MIBANCO,microempresas,7377.256000
2016-08-31,MIBANCO,pequenas_empresas,15544.548000
2016-08-31,PICHINCHA,consumo,4822.606000
2016-08-31,PICHINCHA,medianas_empresas,2389.413000
2016-08-31,PICHINCHA,microempresas,377.667000
2016-08-31,PICHINCHA,pequenas_empresas,2038.253000
2016-08-31,RIPLEY,consumo,30826.722000
2016-08-31,SCOTIABANK,consumo,34105.961000
2016-08-31,SCOTIABANK,medianas_empresas,5911.786000
2016-08-31,SCOTIABANK,microempresas,471.323000
2016-08-31,SCOTIABANK,pequenas_empresas,10810.794000
2016-09-30,ALFIN,consumo,6027.770000
2016-09-30,BANCOM,consumo,2198.888000
2016-09-30,BANCOM,grandes_empresas,2131.813000
2016-09-30,BANCOM,medianas_empresas,4096.888000
2016-09-30,BANCOM,microempresas,46.811000
2016-09-30,BANCOM,pequenas_empresas,213.164000
2016-09-30,BCP,consumo,75046.105000
2016-09-30,BCP,grandes_empresas,1402.184000
2016-09-30,BCP,medianas_empresas,6780.911000
2016-09-30,BCP,microempresas,390.658000
2016-09-30,BCP,pequenas_empresas,25839.861000
2016-09-30,BIF,consumo,4307.803000
2016-09-30,BIF,medianas_empresas,817.015000
2016-09-30,BIF,microempresas,25.949000
2016-09-30,BIF,pequenas_empresas,385.401000
2016-09-30,CENCOSUD,consumo,9252.637000
2016-09-30,FALABELLA,consumo,27918.517000
2016-09-30,GNB,consumo,4038.407000
2016-09-30,GNB,medianas_empresas,2334.522000
2016-09-30,GNB,microempresas,0.753000
2016-09-30,GNB,pequenas_empresas,8.857000
2016-09-30,INTERBANK,consumo,76036.243000
2016-09-30,INTERBANK,pequenas_empresas,2372.836000
2016-09-30,MIBANCO,consumo,2439.142000
2016-09-30,MIBANCO,hipotecario,823.689000
2016-09-30,MIBANCO,medianas_empresas,387.691000
2016-09-30,MIBANCO,microempresas,7440.144000
2016-09-30,MIBANCO,pequenas_empresas,14955.521000
2016-09-30,PICHINCHA,consumo,4225.198000
2016-09-30,PICHINCHA,medianas_empresas,2609.548000
2016-09-30,PICHINCHA,microempresas,468.543000
2016-09-30,PICHINCHA,pequenas_empresas,1999.336000
2016-09-30,RIPLEY,consumo,20770.877000
2016-09-30,SCOTIABANK,consumo,27850.440000
2016-09-30,SCOTIABANK,hipotecario,28.531000
2016-09-30,SCOTIABANK,medianas_empresas,4317.292000
2016-09-30,SCOTIABANK,microempresas,451.461000
2016-09-30,SCOTIABANK,pequenas_empresas,10478.794000
2016-10-31,ALFIN,consumo,4619.988000
2016-10-31,BANCOM,consumo,3.258000
2016-10-31,BCP,consumo,61624.790000
2016-10-31,BCP,grandes_empresas,245.889000
2016-10-31,BCP,hipotecario,132.415000
2016-10-31,BCP,medianas_empresas,4023.784000
2016-10-31,BCP,microempresas,581.336000
2016-10-31,BCP,pequenas_empresas,24146.269000
2016-10-31,BIF,consumo,4860.937000
2016-10-31,BIF,microempresas,14.926000
2016-10-31,BIF,pequenas_empresas,321.211000
2016-10-31,CENCOSUD,consumo,11061.126000
2016-10-31,FALABELLA,consumo,27974.235000
2016-10-31,GNB,consumo,3636.994000
2016-10-31,GNB,medianas_empresas,308.508000
2016-10-31,GNB,microempresas,44.362000
2016-10-31,GNB,pequenas_empresas,249.445000
2016-10-31,INTERBANK,consumo,48920.168000
2016-10-31,INTERBANK,microempresas,1102.443000
2016-10-31,INTERBANK,pequenas_empresas,3397.185000
2016-10-31,MIBANCO,consumo,1901.113000
2016-10-31,MIBANCO,medianas_empresas,181.138000
2016-10-31,MIBANCO,microempresas,6854.456000
2016-10-31,MIBANCO,pequenas_empresas,15125.172000
2016-10-31,PICHINCHA,consumo,10495.505000
2016-10-31,PICHINCHA,medianas_empresas,3543.636000
2016-10-31,PICHINCHA,microempresas,589.060000
2016-10-31,PICHINCHA,pequenas_empresas,3580.797000
2016-10-31,RIPLEY,consumo,14477.204000
2016-10-31,SCOTIABANK,consumo,23177.444000
2016-10-31,SCOTIABANK,medianas_empresas,1151.345000
2016-10-31,SCOTIABANK,microempresas,212.798000
2016-10-31,SCOTIABANK,pequenas_empresas,5834.458000
2016-11-30,ALFIN,consumo,4288.369000
2016-11-30,BANCOM,consumo,5.154000
2016-11-30,BCP,consumo,58911.402000
2016-11-30,BCP,hipotecario,61.327000
2016-11-30,BCP,medianas_empresas,1574.183000
2016-11-30,BCP,microempresas,415.765000
2016-11-30,BCP,pequenas_empresas,19596.621000
2016-11-30,BIF,consumo,3988.586000
2016-11-30,BIF,grandes_empresas,142.508000
2016-11-30,BIF,medianas_empresas,4279.972000
2016-11-30,BIF,microempresas,2.652000
2016-11-30,BIF,pequenas_empresas,1866.437000
2016-11-30,CENCOSUD,consumo,10130.368000
2016-11-30,FALABELLA,consumo,28368.338000
2016-11-30,GNB,consumo,3931.304000
2016-11-30,INTERBANK,consumo,66032.468000
2016-11-30,INTERBANK,pequenas_empresas,3484.627000
2016-11-30,MIBANCO,consumo,2101.438000
2016-11-30,MIBANCO,medianas_empresas,383.169000
2016-11-30,MIBANCO,microempresas,6423.221000
2016-11-30,MIBANCO,pequenas_empresas,14156.634000
2016-11-30,PICHINCHA,consumo,4727.310000
2016-11-30,PICHINCHA,medianas_empresas,1919.233000
2016-11-30,PICHINCHA,microempresas,361.420000
2016-11-30,PICHINCHA,pequenas_empresas,1655.640000
2016-11-30,RIPLEY,consumo,16589.320000
2016-11-30,SCOTIABANK,consumo,29933.751000
2016-11-30,SCOTIABANK,medianas_empresas,968.512000
2016-11-30,SCOTIABANK,microempresas,418.499000
2016-11-30,SCOTIABANK,pequenas_empresas,11137.865000
2016-12-31,ALFIN,consumo,2698.596000
2016-12-31,BANCOM,consumo,1869.330000
2016-12-31,BANCOM,pequenas_empresas,221.171000
2016-12-31,BCP,consumo,84913.366000
2016-12-31,BCP,hipotecario,82.823000
2016-12-31,BCP,medianas_empresas,2921.127000
2016-12-31,BCP,microempresas,447.731000
2016-12-31,BCP,pequenas_empresas,32939.796000
2016-12-31,BIF,consumo,7474.268000
2016-12-31,BIF,grandes_empresas,1558.460000
2016-12-31,BIF,medianas_empresas,1705.632000
2016-12-31,BIF,microempresas,29.874000
2016-12-31,BIF,pequenas_empresas,218.091000
2016-12-31,CENCOSUD,consumo,8008.091000
2016-12-31,FALABELLA,consumo,27346.192000
2016-12-31,GNB,consumo,4360.975000
2016-12-31,GNB,grandes_empresas,2584.529000
2016-12-31,GNB,hipotecario,451.985000
2016-12-31,GNB,medianas_empresas,2973.389000
2016-12-31,GNB,pequenas_empresas,38.494000
2016-12-31,ICBC,grandes_empresas,4518.000000
2016-12-31,INTERBANK,consumo,52607.284000
2016-12-31,INTERBANK,microempresas,208.238000
2016-12-31,INTERBANK,pequenas_empresas,2595.785000
2016-12-31,MIBANCO,consumo,2523.932000
2016-12-31,MIBANCO,medianas_empresas,705.092000
2016-12-31,MIBANCO,microempresas,7546.406000
2016-12-31,MIBANCO,pequenas_empresas,15912.044000
2016-12-31,PICHINCHA,consumo,10621.784000
2016-12-31,PICHINCHA,medianas_empresas,4952.717000
2016-12-31,PICHINCHA,microempresas,357.873000
2016-12-31,PICHINCHA,pequenas_empresas,1465.031000
2016-12-31,RIPLEY,consumo,524.881000
2016-12-31,SCOTIABANK,consumo,47317.297000
2016-12-31,SCOTIABANK,hipotecario,29.439000
2016-12-31,SCOTIABANK,medianas_empresas,5855.876000
2016-12-31,SCOTIABANK,microempresas,918.954000
2016-12-31,SCOTIABANK,pequenas_empresas,22571.401000
2017-01-31,ALFIN,consumo,5992.063000
2017-01-31,BANCOM,consumo,8.491000
2017-01-31,BCP,consumo,65033.688000
2017-01-31,BCP,hipotecario,1.001000
2017-01-31,BCP,medianas_empresas,4052.061000
2017-01-31,BCP,microempresas,373.207000
2017-01-31,BCP,pequenas_empresas,28724.750000
2017-01-31,BIF,consumo,4648.676000
2017-01-31,BIF,grandes_empresas,2989.970000
2017-01-31,BIF,medianas_empresas,4571.088000
2017-01-31,BIF,microempresas,78.822000
2017-01-31,BIF,pequenas_empresas,941.246000
2017-01-31,CENCOSUD,consumo,8774.185000
2017-01-31,FALABELLA,consumo,23755.221000
2017-01-31,GNB,consumo,3745.463000
2017-01-31,GNB,pequenas_empresas,237.367000
2017-01-31,INTERBANK,consumo,58290.683000
2017-01-31,INTERBANK,microempresas,152.041000
2017-01-31,INTERBANK,pequenas_empresas,5647.418000
2017-01-31,MIBANCO,consumo,2492.018000
2017-01-31,MIBANCO,medianas_empresas,207.902000
2017-01-31,MIBANCO,microempresas,9841.445000
2017-01-31,MIBANCO,pequenas_empresas,16451.392000
2017-01-31,PICHINCHA,consumo,5020.739000
2017-01-31,PICHINCHA,medianas_empresas,3363.652000
2017-01-31,PICHINCHA,microempresas,490.954000
2017-01-31,PICHINCHA,pequenas_empresas,1120.078000
2017-01-31,RIPLEY,consumo,16540.886000
2017-01-31,SCOTIABANK,consumo,24251.267000
2017-01-31,SCOTIABANK,medianas_empresas,1014.257000
2017-01-31,SCOTIABANK,microempresas,219.011000
2017-01-31,SCOTIABANK,pequenas_empresas,3700.585000
2017-02-28,ALFIN,consumo,6522.869000
2017-02-28,BANCOM,consumo,2907.362000
2017-02-28,BANCOM,microempresas,8.747000
2017-02-28,BANCOM,pequenas_empresas,106.528000
2017-02-28,BCP,consumo,69322.586000
2017-02-28,BCP,hipotecario,23.596000
2017-02-28,BCP,medianas_empresas,2013.277000
2017-02-28,BCP,microempresas,631.096000
2017-02-28,BCP,pequenas_empresas,20739.214000
2017-02-28,BIF,consumo,4843.597000
2017-02-28,BIF,grandes_empresas,521.002000
2017-02-28,BIF,medianas_empresas,5153.926000
2017-02-28,BIF,microempresas,14.158000
2017-02-28,BIF,pequenas_empresas,110.188000
2017-02-28,CENCOSUD,consumo,9838.022000
2017-02-28,FALABELLA,consumo,23997.222000
2017-02-28,GNB,consumo,2504.691000
2017-02-28,INTERBANK,consumo,65550.019000
2017-02-28,INTERBANK,microempresas,238.424000
2017-02-28,INTERBANK,pequenas_empresas,2083.376000
2017-02-28,MIBANCO,consumo,2067.792000
2017-02-28,MIBANCO,medianas_empresas,506.794000
2017-02-28,MIBANCO,microempresas,6475.273000
2017-02-28,MIBANCO,pequenas_empresas,12106.326000
2017-02-28,PICHINCHA,consumo,4888.808000
2017-02-28,PICHINCHA,medianas_empresas,12.121000
2017-02-28,PICHINCHA,microempresas,292.892000
2017-02-28,PICHINCHA,pequenas_empresas,1272.054000
2017-02-28,RIPLEY,consumo,17237.860000
2017-02-28,SCOTIABANK,consumo,23392.119000
2017-02-28,SCOTIABANK,medianas_empresas,323.950000
2017-02-28,SCOTIABANK,microempresas,149.107000
2017-02-28,SCOTIABANK,pequenas_empresas,3896.285000
2017-03-31,ALFIN,consumo,7035.247000
2017-03-31,BANCOM,consumo,564.401000
2017-03-31,BANCOM,medianas_empresas,460.827000
2017-03-31,BANCOM,pequenas_empresas,41.972000
2017-03-31,BCP,consumo,57506.910000
2017-03-31,BCP,hipotecario,72.159000
2017-03-31,BCP,medianas_empresas,401.823000
2017-03-31,BCP,microempresas,388.802000
2017-03-31,BCP,pequenas_empresas,15336.687000
2017-03-31,BIF,consumo,6178.998000
2017-03-31,BIF,medianas_empresas,3205.843000
2017-03-31,BIF,microempresas,512.151000
2017-03-31,BIF,pequenas_empresas,413.865000
2017-03-31,CENCOSUD,consumo,9840.771000
2017-03-31,FALABELLA,consumo,30454.340000
2017-03-31,GNB,consumo,4857.126000
2017-03-31,GNB,pequenas_empresas,242.727000
2017-03-31,INTERBANK,consumo,72192.473000
2017-03-31,INTERBANK,microempresas,29.256000
2017-03-31,INTERBANK,pequenas_empresas,2127.699000
2017-03-31,MIBANCO,consumo,2757.723000
2017-03-31,MIBANCO,medianas_empresas,517.894000
2017-03-31,MIBANCO,microempresas,7746.911000
2017-03-31,MIBANCO,pequenas_empresas,14759.746000
2017-03-31,PICHINCHA,consumo,5078.380000
2017-03-31,PICHINCHA,medianas_empresas,1537.550000
2017-03-31,PICHINCHA,microempresas,352.635000
2017-03-31,PICHINCHA,pequenas_empresas,1133.820000
2017-03-31,RIPLEY,consumo,17141.189000
2017-03-31,SCOTIABANK,consumo,34153.994000
2017-03-31,SCOTIABANK,medianas_empresas,895.362000
2017-03-31,SCOTIABANK,microempresas,241.284000
2017-03-31,SCOTIABANK,pequenas_empresas,6080.741000
2017-04-30,ALFIN,consumo,8494.599000
2017-04-30,BANCOM,consumo,4.689000
2017-04-30,BCP,consumo,69491.450000
2017-04-30,BCP,hipotecario,17.681000
2017-04-30,BCP,medianas_empresas,3286.985000
2017-04-30,BCP,microempresas,387.649000
2017-04-30,BCP,pequenas_empresas,21283.374000
2017-04-30,BIF,consumo,2562.388000
2017-04-30,BIF,grandes_empresas,4779.006000
2017-04-30,BIF,medianas_empresas,2461.687000
2017-04-30,BIF,pequenas_empresas,759.097000
2017-04-30,CENCOSUD,consumo,8551.139000
2017-04-30,FALABELLA,consumo,30120.591000
2017-04-30,GNB,consumo,3789.218000
2017-04-30,GNB,pequenas_empresas,72.840000
2017-04-30,INTERBANK,consumo,72066.362000
2017-04-30,INTERBANK,microempresas,1538.296000
2017-04-30,INTERBANK,pequenas_empresas,2240.876000
2017-04-30,MIBANCO,consumo,2749.761000
2017-04-30,MIBANCO,medianas_empresas,524.541000
2017-04-30,MIBANCO,microempresas,8241.053000
2017-04-30,MIBANCO,pequenas_empresas,17549.513000
2017-04-30,PICHINCHA,consumo,4598.279000
2017-04-30,PICHINCHA,medianas_empresas,814.145000
2017-04-30,PICHINCHA,microempresas,689.003000
2017-04-30,PICHINCHA,pequenas_empresas,4368.782000
2017-04-30,RIPLEY,consumo,16702.563000
2017-04-30,SCOTIABANK,consumo,26458.842000
2017-04-30,SCOTIABANK,medianas_empresas,1797.048000
2017-04-30,SCOTIABANK,microempresas,293.124000
2017-04-30,SCOTIABANK,pequenas_empresas,6146.121000
2017-05-31,ALFIN,consumo,8500.954000
2017-05-31,BANCOM,consumo,4.317000
2017-05-31,BCP,consumo,51219.361000
2017-05-31,BCP,hipotecario,12.508000
2017-05-31,BCP,medianas_empresas,2188.757000
2017-05-31,BCP,microempresas,371.796000
2017-05-31,BCP,pequenas_empresas,18322.269000
2017-05-31,BIF,consumo,4061.917000
2017-05-31,BIF,grandes_empresas,486.463000
2017-05-31,BIF,medianas_empresas,5163.501000
2017-05-31,BIF,microempresas,48.329000
2017-05-31,BIF,pequenas_empresas,858.768000
2017-05-31,CENCOSUD,consumo,8403.005000
2017-05-31,FALABELLA,consumo,29431.550000
2017-05-31,GNB,consumo,3766.363000
2017-05-31,GNB,grandes_empresas,654.200000
2017-05-31,GNB,medianas_empresas,2480.469000
2017-05-31,GNB,pequenas_empresas,170.329000
2017-05-31,INTERBANK,consumo,55870.189000
2017-05-31,INTERBANK,microempresas,1704.447000
2017-05-31,INTERBANK,pequenas_empresas,2654.234000
2017-05-31,MIBANCO,consumo,2877.058000
2017-05-31,MIBANCO,medianas_empresas,569.587000
2017-05-31,MIBANCO,microempresas,8141.740000
2017-05-31,MIBANCO,pequenas_empresas,14993.272000
2017-05-31,PICHINCHA,consumo,5050.600000
2017-05-31,PICHINCHA,medianas_empresas,892.595000
2017-05-31,PICHINCHA,microempresas,526.950000
2017-05-31,PICHINCHA,pequenas_empresas,3301.345000
2017-05-31,RIPLEY,consumo,18107.979000
2017-05-31,SCOTIABANK,consumo,25382.279000
2017-05-31,SCOTIABANK,medianas_empresas,637.491000
2017-05-31,SCOTIABANK,microempresas,158.319000
2017-05-31,SCOTIABANK,pequenas_empresas,3781.714000
2017-06-30,ALFIN,consumo,9021.344000
2017-06-30,BANCOM,consumo,3053.937000
2017-06-30,BANCOM,medianas_empresas,3786.132000
